direction,entry_time,exit_time,entry,stop,target,exit,rr_target,r,outcome,zone_source,bars_held
long,2025-11-24 05:00:00+00:00,2025-11-26 06:00:00+00:00,1.1526048183441162,1.1491953831195831,1.1598236560821533,1.1598236560821533,2.117311889691565,2.117311889691565,target,bpr,49
long,2025-12-08 06:00:00+00:00,2025-12-08 15:00:00+00:00,1.1664528846740723,1.1629638052225113,1.1769201230287551,1.1629638052225113,3.0,-1.0,stop,fvg,9
long,2025-12-17 15:00:00+00:00,2026-01-01 23:00:00+00:00,1.1757789850234985,1.1705889326095582,1.1913491422653195,1.175364375114441,3.0,-0.07988549555761465,time,fvg,240
long,2026-01-05 15:00:00+00:00,2026-01-08 14:00:00+00:00,1.1706860065460205,1.1660834843158723,1.179940938949585,1.1660834843158723,2.0108392617728614,-1.0,stop,fvg,71
long,2026-01-22 11:00:00+00:00,2026-01-23 19:00:00+00:00,1.1706860065460205,1.1673088299036025,1.1808175364732745,1.1808175364732745,3.0,3.0,target,fvg,32
long,2026-01-29 21:00:00+00:00,2026-01-30 02:00:00+00:00,1.1974613666534424,1.1909469989299775,1.2170044698238371,1.1909469989299775,3.0,-1.0,stop,fvg,5
long,2026-02-04 01:00:00+00:00,2026-02-05 21:00:00+00:00,1.1830118894577026,1.1781758014678956,1.1946003437042236,1.1781758014678956,2.396245533775603,-1.0,stop,fvg,44
long,2026-02-06 13:00:00+00:00,2026-02-19 13:00:00+00:00,1.1813349723815918,1.176789078783989,1.1946003437042236,1.176789078783989,2.9180998274194176,-1.0,stop,fvg,214
short,2026-03-10 19:00:00+00:00,2026-03-13 08:00:00+00:00,1.1617100238800049,1.1672307129621506,1.1451479566335676,1.1451479566335676,3.0,3.0,target,fvg,61
short,2026-03-18 07:00:00+00:00,2026-03-18 11:00:00+00:00,1.1530035734176636,1.1554991266965866,1.1470520496368408,1.1554991266965866,2.384851419958926,-1.0,stop,fvg,4
short,2026-03-20 09:00:00+00:00,2026-03-23 11:00:00+00:00,1.1552680730819702,1.1620773377895355,1.141422152519226,1.1620773377895355,2.0333943762475517,-1.0,stop,fvg,24
short,2026-04-08 19:00:00+01:00,2026-04-10 13:00:00+01:00,1.1655012369155884,1.172704825258255,1.151012897491455,1.172704825258255,2.011266987359517,-1.0,stop,fvg,42
long,2026-04-17 09:00:00+01:00,2026-04-17 21:00:00+01:00,1.1798018217086792,1.176927572274208,1.1884245700120926,1.176927572274208,3.0,-1.0,stop,fvg,12
short,2026-04-27 00:00:00+01:00,2026-04-27 02:00:00+01:00,1.1709601879119873,1.172979896092415,1.1649010633707044,1.172979896092415,3.0,-1.0,stop,fvg,2
long,2026-04-30 10:00:00+01:00,2026-05-01 15:00:00+01:00,1.169864296913147,1.1656756317138672,1.178550362586975,1.178550362586975,2.0737073173863916,2.0737073173863916,target,fvg,29
long,2026-05-08 09:00:00+01:00,2026-05-13 07:00:00+01:00,1.1766090393066406,1.1725107979536056,1.1889037633657458,1.1725107979536056,3.0,-1.0,stop,fvg,69
long,2026-05-18 07:00:00+01:00,2026-05-19 14:00:00+01:00,1.163873314857483,1.160938248538971,1.17205810546875,1.160938248538971,2.788622035435563,-1.0,stop,fvg,31
long,2026-05-20 15:00:00+01:00,2026-05-21 14:00:00+01:00,1.16225004196167,1.1583825549840927,1.17205810546875,1.1583825549840927,2.5360301311794795,-1.0,stop,bpr,23
long,2026-05-25 00:00:00+01:00,2026-05-28 05:00:00+01:00,1.1644154787063599,1.1590539266109467,1.1805001349925992,1.1590539266109467,3.0,-1.0,stop,bpr,77
short,2026-05-29 04:00:00+01:00,2026-05-29 15:00:00+01:00,1.1640088558197021,1.1665500110149383,1.1587486267089844,1.1665500110149383,2.070014897389609,-1.0,stop,fvg,11
short,2026-06-01 14:00:00+01:00,2026-06-15 16:00:00+01:00,1.161440134048462,1.1690041865587235,1.1387479765176771,1.1602274179458618,3.0,0.16032624059059533,time,fvg,240
long,2026-06-16 09:00:00+01:00,2026-06-17 19:00:00+01:00,1.1609008312225342,1.1575779340267183,1.170869522809982,1.1575779340267183,3.0,-1.0,stop,fvg,34
short,2026-06-22 14:00:00+01:00,2026-07-06 16:00:00+01:00,1.1432491540908813,1.1487308579921722,1.1268040423870087,1.1428571939468384,3.0,0.07150334113279386,time,fvg,240
